車両識別番号,車種名,閾値_AT異常,閾値_画面強調,閾値_Lv1,閾値_Lv2,閾値_Lv3
KNZ0269,DD,34.8,35.9,36.5,38.4,
KNZ0270,DD,34.8,35.9,36.5,38.4,
KNZ0271,DD,34.8,35.9,36.5,38.4,
KNZ0272,DD,34.8,35.9,36.5,38.4,
KNZ0273,DD,34.8,35.9,36.5,38.4,
KNZ0274,DD,34.8,35.9,36.5,38.4,
KNZ0275,DD,34.8,35.9,36.5,38.4,
KNZ0276,DD,34.8,35.9,36.5,38.4,
KNZ0277,DD,34.8,35.9,36.5,38.4,
KNZ0278,DD,34.8,35.9,36.5,38.4,
KNZ0279,DD,34.8,35.9,36.5,38.4,
KNZ0280,DD,34.8,35.9,36.5,38.4,
KNZ0281,DD,34.8,35.9,36.5,38.4,
KNZ0282,DD,34.8,35.9,36.5,38.4,
KNZ0283,DD,34.8,35.9,36.5,38.4,
KNZ0284,DD,34.8,35.9,36.5,38.4,
KNZ0285,DD,34.8,35.9,36.5,38.4,
KNZ0286,DD,34.8,35.9,36.5,38.4,
KNZ0287,DD,34.8,35.9,36.5,38.4,
KNZ0288,DD,34.8,35.9,36.5,38.4,
KNZ0289,DD,34.8,35.9,36.5,38.4,
KNZ0290,DD,34.8,35.9,36.5,38.4,
KNZ0291,DD,34.8,35.9,36.5,38.4,
KNZ0292,DD,34.8,35.9,36.5,38.4,
KNZ0293,DD,34.8,35.9,36.5,38.4,
KNZ0294,DD,34.8,35.9,36.5,38.4,
KNZ0295,DD,34.8,35.9,36.5,38.4,
KNZ0296,DD,34.8,35.9,36.5,38.4,
KNZ0297,DD,34.8,35.9,36.5,38.4,
KNZ0298,DD,34.8,35.9,36.5,38.4,
KNZ0299,DD,34.8,35.9,36.5,38.4,
KNZ0300,DD,34.8,35.9,36.5,38.4,
KNZ0301,DD,34.8,35.9,36.5,38.4,
KNZ0302,DD,34.8,35.9,36.5,38.4,
KNZ0303,DD,34.8,35.9,36.5,38.4,
KNZ0304,DD,34.8,35.9,36.5,38.4,
KNZ0305,DD,34.8,35.9,36.5,38.4,
KNZ0306,DD,34.8,35.9,36.5,38.4,
KNZ0307,DD,34.8,35.9,36.5,38.4,
KNZ0308,DD,34.8,35.9,36.5,38.4,
KNZ0309,DD,34.8,35.9,36.5,38.4,
KNZ0310,DD,34.8,35.9,36.5,38.4,
KNZ0311,DD,34.8,35.9,36.5,38.4,
KNZ0312,DD,34.8,35.9,36.5,38.4,
KNZ0313,DD,34.8,35.9,36.5,38.4,
KNZ0314,DD,34.8,35.9,36.5,38.4,
KNZ0315,DD,34.8,35.9,36.5,38.4,
KNZ0316,DD,34.8,35.9,36.5,38.4,
KNZ0317,DD,34.8,35.9,36.5,38.4,
KNZ0318,DD,34.8,35.9,36.5,38.4,
KNZ0319,DD,34.8,35.9,36.5,38.4,
KNZ0320,DD,34.8,35.9,36.5,38.4,
KNZ0321,DD,34.8,35.9,36.5,38.4,
KNZ0322,DD,34.8,35.9,36.5,38.4,
KNZ0323,DD,34.8,35.9,36.5,38.4,
KNZ0324,DD,34.8,35.9,36.5,38.4,
KNZ0325,DD,34.8,35.9,36.5,38.4,
KNZ0326,DD,34.8,35.9,36.5,38.4,
KNZ0327,DD,34.8,35.9,36.5,38.4,
KNZ0328,DD,34.8,35.9,36.5,38.4,
KNZ0329,DD,34.8,35.9,36.5,38.4,
KNZ0330,DD,34.8,35.9,36.5,38.4,
KNZ0331,DD,34.8,35.9,36.5,38.4,
KNZ0332,DD,34.8,35.9,36.5,38.4,
KNZ0333,DD,34.8,35.9,36.5,38.4,
KNZ0334,DD,34.8,35.9,36.5,38.4,
KNZ0335,DD,34.8,35.9,36.5,38.4,
KNZ0336,DD,34.8,35.9,36.5,38.4,
KNZ0337,DD,34.8,35.9,36.5,38.4,
KNZ0338,DD,34.8,35.9,36.5,38.4,
KNZ0339,DD,34.8,35.9,36.5,38.4,
KNZ0340,DD,34.8,35.9,36.5,38.4,
KNZ0341,DD,34.8,35.9,36.5,38.4,
KNZ0342,DD,34.8,35.9,36.5,38.4,
KNZ0343,DD,34.8,35.9,36.5,38.4,
KNZ0344,DD,34.8,35.9,36.5,38.4,
KNZ0345,DD,34.8,35.9,36.5,38.4,
KNZ0346,DD,34.8,35.9,36.5,38.4,
KNZ0347,DD,34.8,35.9,36.5,38.4,
KNZ0348,DD,34.8,35.9,36.5,38.4,
KNZ0349,DD,34.8,35.9,36.5,38.4,
KNZ0350,DD,34.8,35.9,36.5,38.4,
KNZ0351,DD,34.8,35.9,36.5,38.4,
KNZ0352,DD,34.8,35.9,36.5,38.4,
KNZ0353,DD,34.8,35.9,36.5,38.4,
KNZ0354,DD,34.8,35.9,36.5,38.4,
KNZ0355,DD,34.8,35.9,36.5,38.4,
KNZ0356,DD,34.8,35.9,36.5,38.4,
KNZ0357,DD,34.8,35.9,36.5,38.4,
KNZ0358,DD,34.8,35.9,36.5,38.4,
KNZ0359,DD,34.8,35.9,36.5,38.4,
KNZ0360,DD,34.8,35.9,36.5,38.4,
KNZ0361,DD,34.8,35.9,36.5,38.4,
KNZ0362,DD,34.8,35.9,36.5,38.4,
KNZ0363,DD,34.8,35.9,36.5,38.4,
KNZ0364,DD,34.8,35.9,36.5,38.4,
KNZ0365,DD,34.8,35.9,36.5,38.4,
KNZ0366,DD,34.8,35.9,36.5,38.4,
KNZ0367,DD,34.8,35.9,36.5,38.4,
KNZ0368,DD,34.8,35.9,36.5,38.4,
KNZ0369,DD,34.8,35.9,36.5,38.4,
KNZ0370,DD,34.8,35.9,36.5,38.4,
KNZ0371,DD,34.8,35.9,36.5,38.4,
KNZ0372,DD,34.8,35.9,36.5,38.4,
KNZ0373,DD,34.8,35.9,36.5,38.4,
KNZ0374,DD,34.8,35.9,36.5,38.4,
KNZ0375,DD,34.8,35.9,36.5,38.4,
KNZ0376,DD,34.8,35.9,36.5,38.4,
KNZ0377,DD,34.8,35.9,36.5,38.4,
KNZ0378,DD,34.8,35.9,36.5,38.4,
KNZ0379,DD,34.8,35.9,36.5,38.4,
KNZ0380,DD,34.8,35.9,36.5,38.4,
KNZ0381,DD,34.8,35.9,36.5,38.4,
KNZ0382,DD,34.8,35.9,36.5,38.4,
KNZ0383,DD,34.8,35.9,36.5,38.4,
KNZ0384,DD,34.8,35.9,36.5,38.4,
KNZ0385,DD,34.8,35.9,36.5,38.4,
KNZ0386,DD,34.8,35.9,36.5,38.4,
KNZ0387,DD,34.8,35.9,36.5,38.4,
KNZ0388,DD,34.8,35.9,36.5,38.4,
KNZ0389,DD,34.8,35.9,36.5,38.4,
KNZ0390,DD,34.8,35.9,36.5,38.4,
KNZ0391,DD,34.8,35.9,36.5,38.4,
KNZ0392,DD,34.8,35.9,36.5,38.4,
KNZ0393,DD,34.8,35.9,36.5,38.4,
KNZ0394,DD,34.8,35.9,36.5,38.4,
KNZ0395,DD,34.8,35.9,36.5,38.4,
KNZ0396,DD,34.8,35.9,36.5,38.4,
KNZ0397,DD,34.8,35.9,36.5,38.4,
KNZ0398,DD,34.8,35.9,36.5,38.4,
KNZ0399,DD,34.8,35.9,36.5,38.4,
KNZ0400,DD,34.8,35.9,36.5,38.4,
KNZ0401,DD,34.8,35.9,36.5,38.4,
KNZ0402,DD,34.8,35.9,36.5,38.4,
KNZ0403,DD,34.8,35.9,36.5,38.4,
KNZ0404,DD,34.8,35.9,36.5,38.4,
KNZ0405,DD,34.8,35.9,36.5,38.4,
KNZ0406,DD,34.8,35.9,36.5,38.4,
KNZ0407,DD,34.8,35.9,36.5,38.4,
KNZ0408,DD,34.8,35.9,36.5,38.4,
KNZ0409,DD,34.8,35.9,36.5,38.4,
KNZ0410,DD,34.8,35.9,36.5,38.4,
KNZ0411,DD,34.8,35.9,36.5,38.4,
KNZ0412,DD,34.8,35.9,36.5,38.4,
KNZ0413,DD,34.8,35.9,36.5,38.4,
KNZ0414,DD,34.8,35.9,36.5,38.4,
KNZ0415,DD,34.8,35.9,36.5,38.4,
KNZ0416,DD,34.8,35.9,36.5,38.4,
KNZ0417,DD,34.8,35.9,36.5,38.4,
KNZ0418,DD,34.8,35.9,36.5,38.4,
KNZ0419,DD,34.8,35.9,36.5,38.4,
KNZ0420,DD,34.8,35.9,36.5,38.4,
KNZ0421,DD,34.8,35.9,36.5,38.4,
KNZ0422,DD,34.8,35.9,36.5,38.4,
KNZ0423,DD,34.8,35.9,36.5,38.4,
KNZ0424,DD,34.8,35.9,36.5,38.4,
KNZ0425,DD,34.8,35.9,36.5,38.4,
KNZ0426,DD,34.8,35.9,36.5,38.4,
KNZ0427,DD,34.8,35.9,36.5,38.4,
KNZ0428,DD,34.8,35.9,36.5,38.4,
KNZ0429,DD,34.8,35.9,36.5,38.4,
KNZ0430,DD,34.8,35.9,36.5,38.4,
KNZ0431,DD,34.8,35.9,36.5,38.4,
KNZ0432,DD,34.8,35.9,36.5,38.4,
KNZ0433,DD,34.8,35.9,36.5,38.4,
KNZ0434,DD,34.8,35.9,36.5,38.4,
KNZ0435,DD,34.8,35.9,36.5,38.4,
KNZ0436,DD,34.8,35.9,36.5,38.4,
KNZ0437,DD,34.8,35.9,36.5,38.4,
KNZ0438,DD,34.8,35.9,36.5,38.4,
KNZ0439,DD,34.8,35.9,36.5,38.4,
KNZ0440,DD,34.8,35.9,36.5,38.4,
KNZ0441,DD,34.8,35.9,36.5,38.4,
KNZ0442,DD,34.8,35.9,36.5,38.4,
KNZ0443,DD,34.8,35.9,36.5,38.4,
KNZ0444,DD,34.8,35.9,36.5,38.4,
KNZ0445,DD,34.8,35.9,36.5,38.4,
KNZ0446,DD,34.8,35.9,36.5,38.4,
KNZ0447,DD,34.8,35.9,36.5,38.4,
KNZ0448,DD,34.8,35.9,36.5,38.4,
KNZ0449,DD,34.8,35.9,36.5,38.4,
KNZ0450,DD,34.8,35.9,36.5,38.4,
KNZ0451,DD,34.8,35.9,36.5,38.4,
KNZ0452,DD,34.8,35.9,36.5,38.4,
KNZ0453,DD,34.8,35.9,36.5,38.4,
KNZ0454,DD,34.8,35.9,36.5,38.4,
KNZ0455,DD,34.8,35.9,36.5,38.4,
KNZ0456,DD,34.8,35.9,36.5,38.4,
KNZ0457,DD,34.8,35.9,36.5,38.4,
KNZ0458,DD,34.8,35.9,36.5,38.4,
KNZ0459,DD,34.8,35.9,36.5,38.4,
KNZ0460,DD,34.8,35.9,36.5,38.4,
KNZ0461,DD,34.8,35.9,36.5,38.4,
KNZ0462,DD,34.8,35.9,36.5,38.4,
KNZ0463,DD,34.8,35.9,36.5,38.4,
KNZ0464,DD,34.8,35.9,36.5,38.4,
KNZ0465,DD,34.8,35.9,36.5,38.4,
KNZ0466,DD,34.8,35.9,36.5,38.4,
KNZ0467,DD,34.8,35.9,36.5,38.4,
KNZ0468,DD,34.8,35.9,36.5,38.4,
KNZ0469,DD,34.8,35.9,36.5,38.4,
KNZ0470,DD,34.8,35.9,36.5,38.4,
KNZ0471,DD,34.8,35.9,36.5,38.4,
KNZ0472,DD,34.8,35.9,36.5,38.4,
KNZ0473,DD,34.8,35.9,36.5,38.4,
KNZ0474,DD,34.8,35.9,36.5,38.4,
KNZ0475,DD,34.8,35.9,36.5,38.4,
KNZ0476,DD,34.8,35.9,36.5,38.4,
KNZ0477,DD,34.8,35.9,36.5,38.4,
KNZ0478,DD,34.8,35.9,36.5,38.4,
KNZ0479,DD,34.8,35.9,36.5,38.4,
KNZ0480,DD,34.8,35.9,36.5,38.4,
KNZ0481,DD,34.8,35.9,36.5,38.4,
KNZ0482,DD,34.8,35.9,36.5,38.4,
KNZ0483,DD,34.8,35.9,36.5,38.4,
KNZ0484,DD,34.8,35.9,36.5,38.4,
KNZ0485,DD,34.8,35.9,36.5,38.4,
KNZ0486,DD,34.8,35.9,36.5,38.4,
KNZ0487,DD,34.8,35.9,36.5,38.4,
KNZ0488,DD,34.8,35.9,36.5,38.4,
KNZ0489,DD,34.8,35.9,36.5,38.4,
KNZ0490,DD,34.8,35.9,36.5,38.4,
KNZ0491,DD,34.8,35.9,36.5,38.4,
KNZ0492,DD,34.8,35.9,36.5,38.4,
KNZ0493,DD,34.8,35.9,36.5,38.4,
KNZ0494,DD,34.8,35.9,36.5,38.4,
KNZ0495,DD,34.8,35.9,36.5,38.4,
KNZ0496,DD,34.8,35.9,36.5,38.4,
KNZ0497,DD,34.8,35.9,36.5,38.4,
KNZ0498,DD,34.8,35.9,36.5,38.4,
KNZ0499,DD,34.8,35.9,36.5,38.4,
KNZ0500,DD,34.8,35.9,36.5,38.4,
KNZ0501,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0502,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0503,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0504,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0505,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0506,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0507,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0508,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0509,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0510,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0511,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0512,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0513,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0514,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0515,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0516,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0517,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0518,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0519,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0520,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0521,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0522,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0523,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0524,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0525,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0526,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0527,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0528,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0529,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0530,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0531,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0532,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0533,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0534,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0535,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0536,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0537,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0538,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0539,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0540,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0541,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0542,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0543,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0544,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0545,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0546,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0547,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0548,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0549,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0550,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0551,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0552,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0553,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0554,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0555,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0556,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0557,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0558,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0559,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0560,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0561,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0562,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0563,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0564,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0565,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0566,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0567,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0568,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0569,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0570,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0571,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0572,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0573,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0574,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0575,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0576,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0577,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0578,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0579,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0580,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0581,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0582,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0583,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0584,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0585,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0586,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0587,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0588,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0589,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0590,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0591,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0592,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0593,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0594,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0595,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0596,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0597,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0598,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0599,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0600,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0601,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0602,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0603,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0604,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0605,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0606,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0607,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0608,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0609,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0610,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0611,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0612,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0613,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0614,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0615,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0616,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0617,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0618,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0619,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0620,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0621,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0622,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0623,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0624,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0625,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0626,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0627,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0628,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0629,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0630,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0631,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0632,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0633,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0634,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0635,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0636,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0637,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0638,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0639,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0640,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0641,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0642,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0643,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0644,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0645,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0646,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0647,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0648,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0649,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0650,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0651,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0652,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0653,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0654,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0655,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0656,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0657,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0658,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0659,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0660,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0661,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0662,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0663,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0664,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0665,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0666,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0667,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0668,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0669,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0670,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0671,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0672,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0673,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0674,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0675,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0676,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0677,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0678,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0679,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0680,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0681,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0682,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0683,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0684,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0685,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0686,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0687,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0688,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0689,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0690,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0691,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0692,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0693,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0694,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0695,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0696,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0697,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0698,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0699,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0700,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0701,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0702,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0703,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0704,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0705,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0706,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0707,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0708,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0709,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0710,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0711,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0712,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0713,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0714,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0715,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0716,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0717,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0718,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0719,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ0720,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ10001,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ10002,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ10003,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ10004,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ10005,グリッター・EB,23.9,25.2,25.9,27.9,
KNZ10006,グリッター・EB,23.9,25.2,25.9,27.9,
KNZTST1,DD,34.8,35.9,36.5,38.4,
KNZTST2,DD,34.8,35.9,36.5,38.4,
KNZTST3,DD,34.8,35.9,36.5,38.4,
MTE001,その他,24.6,28.6,29.1,29.8,30.6
MTE002,その他,24.6,28.6,29.1,29.8,30.6
MTE003,その他,23.2,27.2,27.7,28.4,29.2
MTE004,その他,24.0,28.0,28.5,29.2,30.0
MTE005,その他,24.4,28.4,28.9,29.6,30.4
MTE006,その他,23.6,27.6,28.1,28.8,29.6
MTE007,その他,24.8,28.8,29.3,30.0,30.8
MTE008,その他,24.6,28.6,29.1,29.8,30.6
MTE009,その他,24.6,28.6,29.1,29.8,30.6
MTE010,その他,23.3,27.3,27.8,28.5,29.3
MTE011,その他,24.3,28.3,28.8,29.5,30.3
MTE012,その他,25.0,29.0,29.5,30.2,31.0
MTE013,その他,23.5,27.5,28.0,28.7,29.5
